id,name,Rating,Bedrooms,Bathroom,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,license Satuts,
6.81808E+17,Rental unit in Chicago ,4.9, Studio , 1 bath,41.95892,-87.75501,Entire home/apt,61,1,29,9/3/2023,2,10,175,27,R22000091964,  Register,
6.81809E+17,Condo in Chicago ,5.0, 2 bedrooms , 1 bath,41.7535492,-87.5819286,Entire home/apt,198,2,12,9/4/2023,1,1,265,11,R23000102338,  Register,
6.82442E+17,Condo in Chicago ,4.6, 3 bedrooms , 2 baths,41.9446072,-87.6601745,Entire home/apt,243,2,24,8/6/2023,2,19,171,23,R23000102657,  Register,
6.82915E+17,Rental unit in Chicago ,4.6, 3 bedrooms , 2 baths,41.85602,-87.62698,Entire home/apt,307,2,23,7/23/2023,2,41,357,20,2792126,  Register,
6.82943E+17,Rental unit in Chicago ,4.5, 2 bedrooms , 1 bath,41.94043,-87.70081,Entire home/apt,90,1,25,8/21/2023,2,19,353,23,R21000060515,  Register,
6.83147E+17,Rental unit in Chicago ,1.0, 2 beds , 2 shared baths,42.0165228,-87.6877932,Private room,39,1,0,8/21/2023,,15,161,0,R21000075752,  Register,
6.83464E+17,Rental unit in Chicago ,4.9, 3 bedrooms , 2 baths,41.85411519,-87.62279436,Entire home/apt,498,2,28,9/9/2023,2,7,320,26,R22000088657,  Register,
6.84283E+17,Condo in Chicago ,1.0, 1 bed , 1 bath,41.98455,-87.67297,Private room,85,32,0,9/9/2023,,9,124,0,R22000086180,  Register,
6.84604E+17,Townhouse in Chicago ,0.00, 3 beds , 2 baths,41.91211,-87.63338,Entire home/apt,402,32,0,9/9/2023,,1,365,0,2807522,  Register,
6.84664E+17,Rental unit in Chicago ,4.8, 3 bedrooms , 2 baths,41.78403,-87.6137,Entire home/apt,133,2,45,9/4/2023,4,1,326,45,R22000087677,  Register,
6.84751E+17,Rental unit in Chicago ,5.0, 1 bedroom , 1 bath,41.92341929,-87.68812858,Entire home/apt,160,2,14,9/4/2023,4,1,305,14,R23000098850,  Register,
6.84933E+17,Rental unit in Chicago ,4.9, 2 bedrooms , 2 baths,41.88261,-87.66878,Entire home/apt,86,1,94,9/8/2023,7,8,158,93,R23000097167,  Register,
6.85089E+17,Rental unit in Chicago ,4.7, 3 bedrooms , 2 baths,41.85613,-87.6258,Entire home/apt,303,2,31,8/28/2023,2,41,346,30,2792126,  Register,
6.85271E+17,Rental unit in Chicago ,4.7, 1 bedroom , 1 shared bath,41.96725,-87.66579,Private room,43,2,3,12/4/2022,0,1,0,3,R22000087977,  Register,
6.85489E+17,Townhouse in Chicago ,5.0, 1 bedroom , 1 shared bath,41.83813,-87.64127,Private room,102,2,3,8/7/2023,1,6,351,3,R22000090315,  Register,
6.85504E+17,Rental unit in Chicago ,4.8, 4 bedrooms , 2 baths,41.9061,-87.6633,Entire home/apt,94,1,17,9/3/2023,1,8,163,16,R22000093248,  Register,
6.85569E+17,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.96204,-87.70767,Entire home/apt,81,2,52,9/4/2023,4,9,171,51,R22000092174,  Register,
6.85578E+17,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.9426,-87.64445,Entire home/apt,84,1,43,9/8/2023,3,9,162,39,R22000093258,  Register,
6.85591E+17,Condo in Chicago ,5.0, 4 bedrooms , 2 baths,41.93192,-87.64924,Entire home/apt,300,1,4,3/19/2023,0,6,0,3,R22000086483,  Register,
6.85601E+17,Rental unit in Chicago ,4.7, 1 bedroom , 1 bath,41.93842,-87.6701,Entire home/apt,77,1,27,8/21/2023,2,9,179,23,R22000091018,  Register,
6.85641E+17,Rental unit in Chicago ,4.9, 3 bedrooms , 1 bath,41.9229707,-87.7257884,Entire home/apt,99,2,33,9/10/2023,3,7,55,31,R22000085971,  Register,
6.85645E+17,Rental unit in Chicago ,4.8, Studio , 1 bath,41.96473,-87.65749,Entire home/apt,74,1,45,8/18/2023,3,7,176,42,R22000090103,  Register,
6.85655E+17,Rental unit in Chicago ,4.9, Studio , 1 bath,41.96519,-87.65958,Entire home/apt,77,1,41,8/27/2023,3,7,170,39,R23000097452,  Register,
6.85673E+17,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.93897,-87.67053,Entire home/apt,75,1,35,9/5/2023,3,9,174,33,R23000095979,  Register,
6.86043E+17,Rental unit in Chicago ,4.7, 3 bedrooms , 1 bath,41.92062,-87.71689,Entire home/apt,142,2,36,6/4/2023,3,1,65,36,R22000090093,  Register,
6.8614E+17,Condo in Chicago ,5.0, 2 bedrooms , 2 baths,41.8238,-87.62101,Entire home/apt,275,2,29,8/13/2023,2,1,354,27,R22000077647,  Register,
6.8624E+17,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,42.00825,-87.66659,Entire home/apt,77,1,38,9/7/2023,3,10,168,38,R23000095977,  Register,
6.86253E+17,Rental unit in Chicago ,4.8, 3 bedrooms , 1 bath,42.00911,-87.66635,Entire home/apt,85,2,13,8/27/2023,1,10,172,13,R23000098302,  Register,
6.86257E+17,Condo in Chicago ,5.0, 1 bedroom , 1 private bath,41.961343,-87.656666,Private room,104,2,24,9/10/2023,4,1,330,24,R22000088593,  Register,
6.86264E+17,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,42.00824,-87.66838,Entire home/apt,82,2,23,8/25/2023,2,10,170,23,R23000098299,  Register,
6.86851E+17,Rental unit in Chicago ,4.7, 3 bedrooms , 1.5 baths,41.90721,-87.69453,Entire home/apt,203,2,52,9/4/2023,4,4,343,46,R22000086325,  Register,
6.87635E+17,Rental unit in Chicago ,4.8, Studio , 1 bath,41.96874,-87.65931,Entire home/apt,60,1,64,9/8/2023,6,16,321,64,R22000088415,  Register,
6.87701E+17,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.94104,-87.67429,Entire home/apt,194,2,56,9/10/2023,4,1,319,53,R22000083271,  Register,
6.87883E+17,Rental unit in Chicago ,4.7, 3 bedrooms , 2 baths,41.85411,-87.62557,Entire home/apt,303,2,30,8/16/2023,2,41,338,28,2792126,  Register,
6.87897E+17,Condo in Chicago ,4.9, 2 bedrooms , 1 bath,41.8582967,-87.6475151,Entire home/apt,105,2,52,9/10/2023,4,18,327,47,R22000085559,  Register,
6.87993E+17,Condo in Chicago ,5.0, 3 bedrooms , 2.5 baths,41.8957568,-87.63423068,Entire home/apt,441,2,36,9/5/2023,3,1,255,36,R22000086629,  Register,
6.88286E+17,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.96668,-87.65913,Entire home/apt,60,1,69,9/9/2023,6,16,309,69,R22000088416,  Register,
6.88335E+17,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.96749,-87.66119,Entire home/apt,60,1,61,9/4/2023,5,16,328,61,R22000088413,  Register,
6.88378E+17,Rental unit in Chicago ,4.7, Studio , 1 bath,41.96075,-87.75327,Entire home/apt,60,1,29,9/2/2023,2,9,174,27,R22000092439,  Register,
6.88976E+17,Rental unit in Chicago ,4.7, 3 bedrooms , 3 baths,41.89219,-87.61729,Entire home/apt,505,3,17,8/30/2023,1,9,164,15,R22000084391,  Register,
6.89052E+17,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.94525,-87.75114,Entire home/apt,126,2,38,8/28/2023,3,1,120,38,R22000086149,  Register,
6.89255E+17,Condo in Chicago , , 5 beds , 3 baths,41.8121,-87.6118,Entire home/apt,300,2,0,8/28/2023,,1,253,0,R22000093667,  Register,
6.89533E+17,Rental unit in Chicago ,4.6, 1 bedroom , 1 bath,41.98745,-87.65637,Entire home/apt,135,1,7,8/6/2023,1,3,360,7,R22000084990,  Register,
6.89796E+17,Rental unit in Chicago ,4.7, 3 bedrooms , 3 baths,41.89235,-87.61754,Entire home/apt,395,3,28,8/5/2023,2,5,170,25,R22000085595,  Register,
6.89868E+17,Condo in Chicago ,4.8, 1 bedroom , 1 shared bath,41.93483,-87.64543,Private room,64,1,41,9/6/2023,3,1,60,38,R22000087419,  Register,
6.90443E+17,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.89449,-87.65755,Entire home/apt,220,3,22,8/20/2023,2,1,12,19,R22000085806,  Register,
6.9061E+17,Rental unit in Chicago ,4.7, 1 bedroom , 1 bath,41.9431,-87.67072,Entire home/apt,60,1,27,8/27/2023,2,8,161,27,R22000091414,  Register,
6.90633E+17,Rental unit in Chicago ,4.8, 1 bedroom , 1 bath,41.94062,-87.6702,Entire home/apt,60,1,44,9/9/2023,3,8,172,41,R22000092440,  Register,
6.90646E+17,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.94077,-87.67066,Entire home/apt,79,1,42,9/3/2023,3,8,173,40,R22000091366,  Register,
6.90653E+17,Rental unit in Chicago ,4.5, 2 bedrooms , 1 bath,41.85376,-87.70286,Entire home/apt,146,2,16,8/16/2023,2,1,13,16,R22000090314,  Register,
6.90655E+17,Rental unit in Chicago ,4.6, 1 bedroom , 1 bath,41.93998,-87.6686,Entire home/apt,79,1,22,8/14/2023,2,8,169,20,R23000097977,  Register,
6.90658E+17,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.93603,-87.65396,Entire home/apt,88,1,45,9/7/2023,4,8,164,45,R23000096082,  Register,
6.90669E+17,Rental unit in Chicago ,4.8, Studio , 1 bath,41.93623,-87.64444,Entire home/apt,78,1,61,8/20/2023,5,8,174,58,R23000101276,  Register,
6.9068E+17,Rental unit in Chicago ,4.8, 1 bedroom , 1 bath,41.94032,-87.67024,Entire home/apt,77,1,37,8/29/2023,3,8,175,34,R22000091020,  Register,
6.91309E+17,Rental unit in Chicago ,4.7, Studio , 1 bath,41.89482,-87.62995,Entire home/apt,304,2,38,8/26/2023,3,36,353,35,2862974,  Register,
6.91312E+17,Rental unit in Chicago ,4.0, 2 bedrooms , 1.5 baths,41.89288,-87.63099,Entire home/apt,409,2,4,8/27/2023,0,36,279,4,2862974,  Register,
6.91316E+17,Rental unit in Chicago ,4.5, 1 bedroom , 1 bath,41.89275,-87.63095,Entire home/apt,391,2,40,8/22/2023,3,36,358,39,2862974,  Register,
6.91319E+17,Rental unit in Chicago ,4.6, 2 bedrooms , 1 bath,41.89321,-87.6316,Entire home/apt,510,2,15,8/13/2023,1,36,357,13,2862974,  Register,
6.91322E+17,Rental unit in Chicago ,4.9, 2 bedrooms , 2 baths,41.89432,-87.63122,Entire home/apt,555,2,33,8/28/2023,3,36,346,32,2862974,  Register,
6.91326E+17,Rental unit in Chicago ,5.0, 2 bedrooms , 3 baths,41.89312,-87.6298,Entire home/apt,495,2,6,7/3/2023,1,36,193,6,2862974,  Register,
6.91332E+17,Rental unit in Chicago ,4.8, 3 bedrooms , 2 baths,41.89435,-87.62933,Entire home/apt,540,2,68,8/26/2023,5,36,347,64,2862974,  Register,
6.91824E+17,Rental unit in Chicago ,4.6, Studio , 1 bath,41.89738,-87.62614,Entire home/apt,158,2,51,9/4/2023,4,57,336,50,R21000063382,  Register,
6.91836E+17,Rental unit in Chicago ,4.8, 3 bedrooms , 2 baths,41.94745,-87.67359,Entire home/apt,311,2,30,9/11/2023,3,1,0,30,R22000088369,  Register,
6.91839E+17,Condo in Chicago ,4.4, 2 bedrooms , 1 bath,41.81361,-87.64306,Entire home/apt,119,2,34,8/28/2023,3,2,361,32,R22000086792,  Register,
6.92044E+17,Rental unit in Chicago ,4.5, 1 bedroom , 1 bath,41.83901,-87.6156,Entire home/apt,230,1,15,2/5/2023,1,1,363,13,R22000087072,  Register,
6.9206E+17,Rental unit in Chicago ,4.9, Studio , 1 bath,41.96103,-87.65289,Entire home/apt,69,1,45,9/4/2023,4,8,157,43,R22000094606,  Register,
6.92076E+17,Home in Chicago ,4.5, 1 bedroom , 1 shared bath,41.7753629,-87.7500599,Shared room,32,32,6,7/28/2023,0,1,303,3,R12345678901,  Register,
6.92205E+17,Condo in Chicago ,4.6, 2 bedrooms , 2 baths,41.89904,-87.63853,Entire home/apt,173,2,34,9/7/2023,3,35,343,31,2495913,  Register,
6.92231E+17,Rental unit in Chicago ,5.0, 1 bedroom , 1 bath,41.904613,-87.6669937,Entire home/apt,102,1,41,9/5/2023,3,1,340,41,R22000088419,  Register,
6.92553E+17,Condo in Chicago ,4.9, 1 bedroom , 1 bath,41.90559,-87.67204,Entire home/apt,128,2,40,9/7/2023,3,1,146,38,R22000087425,  Register,
6.9267E+17,Rental unit in Chicago ,4.6, Studio , 1 bath,42.00804,-87.66671,Entire home/apt,155,1,23,6/12/2023,2,1,107,23,R21000060515,  Register,
6.92685E+17,Home in Chicago ,4.6, 5 bedrooms , 2.5 baths,41.75602,-87.55706,Entire home/apt,181,3,40,8/20/2023,3,1,162,37,R22000085481,  Register,
6.92813E+17,Condo in Chicago ,4.8, 2 bedrooms , 1 bath,41.8951123,-87.6266389,Entire home/apt,133,32,4,7/31/2023,0,19,132,4,R22000085664,  Register,
6.93281E+17,Serviced apartment in Chicago ,4.8, 2 bedrooms , 1 bath,41.82755,-87.67338,Entire home/apt,150,2,20,9/5/2023,2,1,168,17,R22000089009,  Register,
6.93528E+17,Rental unit in Chicago ,4.7, 3 bedrooms , 2.5 baths,41.88706,-87.61552,Entire home/apt,565,2,12,8/30/2023,1,8,158,10,R22000085592,  Register,
6.936E+17,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.85351,-87.6832,Entire home/apt,136,1,41,9/9/2023,4,1,346,41,R22000090800,  Register,
6.941E+17,Rental unit in Chicago ,5.0, 3 bedrooms , 1 bath,41.78329,-87.61233,Entire home/apt,201,32,3,5/31/2023,0,1,20,2,R22000087473,  Register,
6.94461E+17,Rental unit in Chicago ,4.8, 2 bedrooms , 2 baths,41.85607,-87.65539,Entire home/apt,180,1,35,7/1/2023,3,5,0,35,R22000088169,  Register,
6.95102E+17,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.90834,-87.634,Entire home/apt,203,2,42,8/26/2023,3,16,21,39,R22000086249,  Register,
6.95478E+17,Condo in Chicago ,4.7, 2 bedrooms , 1 bath,41.87867585,-87.74796752,Entire home/apt,114,1,15,8/14/2023,4,2,338,15,R23000099314,  Register,
6.95539E+17,Serviced apartment in Chicago ,1.0, 1 bed , 1 bath,41.85264,-87.62445,Entire home/apt,135,7,2,7/22/2023,0,1,309,2,R23000105181,  Register,
6.95549E+17,Rental unit in Chicago ,4.3, Studio , 1 bath,41.80388171,-87.58734724,Entire home/apt,101,2,32,9/3/2023,2,57,346,28,R21000074743,  Register,
6.95564E+17,Rental unit in Chicago ,4.8, 1 bedroom , 1 bath,41.84758173,-87.62509066,Entire home/apt,201,2,20,8/26/2023,2,1,326,20,R22000089337,  Register,
6.95634E+17,Rental unit in Chicago ,4.3, 1 bedroom , 1 bath,41.79833,-87.58394,Entire home/apt,124,2,21,9/5/2023,2,57,343,20,R18000031905,  Register,
6.95653E+17,Rental unit in Chicago ,5.0, 5 bedrooms , 2 baths,41.96784,-87.70556,Entire home/apt,375,2,64,9/10/2023,5,2,239,64,R22000088961,  Register,
6.9596E+17,Condo in Chicago ,5.0, 1 bedroom , 1 private bath,41.86516,-87.65575,Private room,111,2,8,6/29/2023,1,4,340,8,R22000088754,  Register,
6.97296E+17,Rental unit in Chicago ,4.8, Studio , 1 bath,41.9117,-87.70705,Entire home/apt,122,2,29,8/28/2023,2,3,103,28,R22000090105,  Register,
6.97357E+17,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.89227,-87.6213,Entire home/apt,344,2,14,7/16/2023,1,2,0,14,R22000089019,  Register,
6.97426E+17,Townhouse in Chicago ,4.9, 4 bedrooms , 2.5 baths,41.90963,-87.64044,Entire home/apt,568,2,51,9/10/2023,4,2,295,51,R22000089010,  Register,
6.97861E+17,Guest suite in Chicago ,5.0, 2 bedrooms , 1 bath,41.83129,-87.67288,Entire home/apt,200,1,23,9/4/2023,2,1,327,23,R22000090890,  Register,
6.9792E+17,Rental unit in Chicago ,1.0, 1 bed , 1 bath,41.9551526,-87.6694809,Entire home/apt,225,32,2,9/23/2022,0,22,365,1,R12445678901,  Register,
6.98028E+17,Home in Chicago , , 4 beds , 1.5 baths,41.71131169,-87.61360513,Entire home/apt,529,3,0,9/23/2022,,1,364,0,R22000095372,  Register,
6.98434E+17,Condo in Chicago ,4.8, 2 bedrooms , 2 baths,41.97306984,-87.70668529,Entire home/apt,129,3,18,8/28/2023,3,2,216,18,R23000096876,  Register,
6.98518E+17,Rental unit in Chicago ,5.0, 3 bedrooms , 1 bath,42.00921,-87.66623,Entire home/apt,88,1,23,9/3/2023,2,8,170,22,R22000093170,  Register,
6.98526E+17,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,42.01627,-87.6928,Entire home/apt,80,1,23,7/28/2023,2,8,177,22,R23000097163,  Register,
6.98703E+17,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,42.0185,-87.68515,Entire home/apt,77,1,24,8/28/2023,2,9,173,24,R22000093817,  Register,
6.98718E+17,Condo in Chicago ,4.6, 2 bedrooms , 1 bath,41.8483254,-87.6793576,Entire home/apt,94,2,8,8/27/2023,1,1,142,8,R23000097989,  Register,
6.98727E+17,Tiny home in Chicago ,5.0, 1 bedroom , 1 bath,41.71349809,-87.66315497,Entire home/apt,109,32,5,8/5/2023,1,1,89,5,R21000069370,  Register,
6.99167E+17,Home in Chicago ,5.0, 4 bedrooms , 2.5 baths,41.93028,-87.6994,Entire home/apt,536,2,18,8/13/2023,1,3,333,17,R21000075867,  Register,
6.9928E+17,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.85341,-87.66955,Entire home/apt,215,2,34,9/11/2023,3,4,333,34,R22000087622,  Register,
6.99386E+17,Home in Chicago ,4.2, 1 bedroom , 4 shared baths,41.73004,-87.57697,Shared room,28,2,5,5/21/2023,0,23,270,4,R21000062044,  Register,
6.99392E+17,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.91013,-87.69236,Entire home/apt,101,2,31,9/8/2023,3,1,28,31,R22000091272,  Register,
6.99415E+17,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,42.00635,-87.66612,Entire home/apt,83,1,22,9/3/2023,2,9,169,22,R23000097931,  Register,
6.9981E+17,Cabin in Chicago ,3.7, 1 bedroom , 1 shared bath,41.81234913,-87.69088353,Shared room,31,3,3,8/16/2023,0,1,339,3,R18000034908,  Register,
6.99833E+17,Home in Chicago ,4.7, 6 bedrooms , 3.5 baths,41.87953,-87.682,Entire home/apt,305,32,10,9/4/2023,2,14,171,10,R17000013168,  Register,
6.99893E+17,Home in Chicago ,5.0, 5 bedrooms , 6.5 baths,41.90292,-87.62801,Entire home/apt,1943,2,16,8/13/2023,1,2,353,15,R23000105960,  Register,
6.99925E+17,Home in Chicago , , 6 beds , 3.5 baths,41.85764,-87.64465,Entire home/apt,425,3,0,8/13/2023,,1,361,0,2891465,  Register,
6.99928E+17,Home in Chicago ,5.0, 5 bedrooms , 3 baths,41.92252,-87.64536,Entire home/apt,3000,2,10,6/11/2023,1,1,178,9,R22000087406,  Register,
6.99928E+17,Rental unit in Chicago ,4.5, 1 bedroom , 1 bath,41.87238,-87.62366,Entire home/apt,333,1,64,9/4/2023,5,6,365,53,2857458,  Register,
7.00063E+17,Rental unit in Chicago ,4.6, 2 bedrooms , 2 baths,41.8556,-87.6234,Entire home/apt,248,2,19,8/21/2023,2,73,347,19,2792126,  Register,
7.00071E+17,Loft in Chicago ,4.9, 4 bedrooms , 4.5 baths,41.8903205,-87.6507402,Entire home/apt,800,2,34,9/11/2023,3,5,330,34,R22000087675,  Register,
7.00083E+17,Rental unit in Chicago ,4.8, 1 bedroom , 1 bath,41.9442,-87.64452,Entire home/apt,77,1,49,8/27/2023,4,9,44,49,R22000093886,  Register,
7.0014E+17,Rental unit in Chicago ,5.0, Studio , 1 bath,41.9559055,-87.6507315,Entire home/apt,91,32,7,11/26/2022,1,22,365,5,R28455177891,  Register,
7.002E+17,Rental unit in Chicago ,5.0, 1 bedroom , 2 shared baths,41.7487176,-87.5482481,Private room,30,32,3,7/5/2023,1,20,365,3,R10293847571,  Register,
7.00202E+17,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.966834,-87.668033,Entire home/apt,132,2,31,9/5/2023,3,2,150,31,R22000089684,  Register,
7.00219E+17,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.966834,-87.668033,Entire home/apt,133,2,22,9/9/2023,4,1,164,22,R22000089684,  Register,
7.00268E+17,Rental unit in Chicago ,4.9, 2 bedrooms , 2 baths,41.8748123,-87.6898785,Entire home/apt,365,1,9,6/18/2023,1,3,365,9,R22000080006,  Register,
7.00757E+17,Home in Chicago ,5.0, 2 bedrooms , 1 bath,41.83700612,-87.650678,Entire home/apt,96,1,74,9/7/2023,6,10,320,72,R22000086348,  Register,
7.00788E+17,Condo in Chicago ,5.0, 3 bedrooms , 2 baths,41.90415,-87.68843,Entire home/apt,205,2,38,9/6/2023,3,1,241,38,R22000090022,  Register,
7.00915E+17,Rental unit in Chicago ,4.7, 3 bedrooms , 1 bath,41.9887141,-87.6611378,Entire home/apt,205,1,34,8/20/2023,3,1,235,33,R22000086779,  Register,
7.00938E+17,Townhouse in Chicago ,5.0, 2 bedrooms , 2 baths,41.93291,-87.7927,Entire home/apt,144,2,34,8/21/2023,3,1,155,33,R22000082827,  Register,
7.01009E+17,Rental unit in Chicago ,4.6, 1 bedroom , 1 bath,41.99905,-87.70738,Entire home/apt,54,2,64,9/7/2023,5,18,320,61,R22000085200,  Register,
7.01312E+17,Rental unit in Chicago ,4.7, 3 bedrooms , 1 bath,41.85461,-87.62779,Entire home/apt,285,2,18,9/4/2023,1,41,359,17,2792126,  Register,
7.01344E+17,Rental unit in Chicago ,4.8, 3 bedrooms , 2 baths,41.85592,-87.6257,Entire home/apt,272,2,19,9/10/2023,2,41,361,18,2792126,  Register,
7.01445E+17,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.9468773,-87.7046759,Entire home/apt,123,2,21,9/2/2023,2,1,321,21,R22000091622,  Register,
7.01453E+17,Condo in Chicago ,4.5, 2 bedrooms , 1 bath,41.9614919,-87.7269172,Entire home/apt,103,1,13,7/31/2023,1,1,265,13,R22000088565,  Register,
7.01678E+17,Rental unit in Chicago ,4.8, 3 bedrooms , 2 baths,41.8371533,-87.6666234,Entire home/apt,165,1,43,8/28/2023,5,1,328,43,R22000094839,  Register,
7.02073E+17,Rental unit in Chicago ,4.7, 2 bedrooms , 2 baths,41.892,-87.61758,Entire home/apt,258,3,30,9/4/2023,3,6,164,30,R22000085595,  Register,
7.02292E+17,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.91026,-87.63333,Entire home/apt,220,2,38,7/19/2023,3,16,20,35,R22000086249,  Register,
7.02544E+17,Condo in Chicago ,5.0, 1 bedroom , 1 bath,41.919033,-87.6808242,Entire home/apt,158,30,42,8/20/2023,4,2,331,42,R22000081952,  Register,
7.02821E+17,Condo in Chicago ,4.9, 2 bedrooms , 1 bath,41.92275,-87.70917,Entire home/apt,105,3,17,8/19/2023,2,19,140,17,R17000014276,  Register,
7.02837E+17,Home in Chicago ,4.8, 3 bedrooms , 2 baths,41.89611,-87.67524,Entire home/apt,230,1,34,8/13/2023,3,3,330,34,R21000071603,  Register,
7.03093E+17,Rental unit in Chicago ,4.9, 2 bedrooms , 2 baths,41.88219,-87.63096,Entire home/apt,418,2,18,9/3/2023,2,50,328,18,R22000085443,  Register,
7.0377E+17,Rental unit in Chicago ,4.9, 2 bedrooms , 2 baths,41.88211,-87.63132,Entire home/apt,518,32,13,8/21/2023,2,50,334,13,R22000085445,  Register,
7.03825E+17,Rental unit in Chicago ,4.9, 4 bedrooms , 2 baths,41.85173,-87.7203,Entire home/apt,273,2,35,9/10/2023,3,1,76,35,R23000107194,  Register,
7.04201E+17,Rental unit in Chicago ,4.0, 1 bedroom , 1 bath,41.80122,-87.59087,Entire home/apt,109,2,22,9/9/2023,2,15,342,21,R22000090577,  Register,
7.04221E+17,Rental unit in Chicago ,2.5, 1 bedroom , 1 shared bath,41.82354556,-87.69484724,Private room,34,5,4,8/24/2023,1,5,336,4,R19000050327,  Register,
7.04239E+17,Rental unit in Chicago ,4.7, Studio , 1 bath,41.80067,-87.59261,Entire home/apt,100,2,21,8/17/2023,2,15,343,21,R22000090482,  Register,
7.04583E+17,Rental unit in Chicago ,4.9, 2 bedrooms , 2 baths,41.90832,-87.63417,Entire home/apt,270,2,40,8/28/2023,3,16,22,40,R22000085191,  Register,
7.04851E+17,Rental unit in Chicago ,4.3, Studio , 1 bath,41.79522,-87.59425,Entire home/apt,96,2,35,9/10/2023,3,15,329,32,R22000090489,  Register,
7.04972E+17,Home in Chicago , , 2 beds , 1 bath,41.9404298,-87.7817712,Entire home/apt,164,3,1,8/4/2023,1,2,358,1,R22000090943,  Register,
7.05173E+17,Rental unit in Chicago ,4.8, 3 bedrooms , 1 bath,41.9995,-87.6669,Entire home/apt,89,1,24,9/4/2023,2,10,166,24,R22000095281,  Register,
7.05186E+17,Condo in Chicago ,3.0, Studio , 1 bath,41.9075656,-87.6264635,Entire home/apt,255,1,4,6/24/2023,0,2,360,3,R18000037000,  Register,
7.05221E+17,Condo in Chicago , , 2 beds , 1.5 baths,41.8549,-87.65265,Entire home/apt,213,32,1,3/26/2023,0,22,363,1,R19000046222,  Register,
7.05221E+17,Home in Chicago , , 6 beds , 3.5 baths,41.74814,-87.61461,Entire home/apt,335,32,0,3/26/2023,,11,90,0,R19000088100,  Register,
7.05229E+17,Home in Chicago , , 7 beds , 2 baths,41.97666,-87.80252,Entire home/apt,549,32,0,3/26/2023,,11,90,0,R19000098100,  Register,
7.05239E+17,Home in Chicago ,3.6, 3 bedrooms , 2.5 baths,41.77486,-87.60753,Entire home/apt,294,32,5,5/29/2023,0,22,365,5,R19000046222,  Register,
7.05257E+17,Home in Chicago , , 5 beds , 2.5 baths,41.78072,-87.78093,Entire home/apt,549,32,0,5/29/2023,,11,90,0,R19000048100,  Register,
7.05398E+17,Rental unit in Chicago ,4.9, 4 bedrooms , 3 baths,41.91047,-87.63324,Entire home/apt,685,2,17,9/8/2023,2,16,79,17,R22000086249,  Register,
7.05586E+17,Rental unit in Chicago ,4.9, 3 bedrooms , 2 baths,41.89106,-87.65138,Entire home/apt,404,2,27,9/10/2023,3,1,58,27,R22000087753,  Register,
7.05708E+17,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.94151,-87.68348,Entire home/apt,140,2,27,8/27/2023,2,4,336,27,R22000088249,  Register,
7.05748E+17,Rental unit in Chicago ,4.5, Studio , 1 bath,41.9682,-87.65935,Entire home/apt,60,1,67,9/6/2023,6,16,340,67,R22000088418,  Register,
7.05782E+17,Rental unit in Chicago ,4.8, Studio , 1 bath,41.96892,-87.66105,Entire home/apt,60,1,74,9/9/2023,6,16,323,74,R22000088417,  Register,
7.05787E+17,Rental unit in Chicago ,4.8, Studio , 1 bath,41.96656,-87.65936,Entire home/apt,60,1,65,9/5/2023,6,16,345,65,R22000088414,  Register,
7.0581E+17,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.85481,-87.7057,Entire home/apt,414,1,7,7/20/2023,1,3,65,7,R21000064647,  Register,
7.05816E+17,Home in Chicago , , 5 beds , 2 baths,41.78115,-87.78082,Entire home/apt,549,32,0,7/20/2023,,4,90,0,R19000048100,  Register,
7.05826E+17,Home in Chicago , , 6 beds , 2 baths,41.77503,-87.77156,Entire home/apt,463,32,1,1/7/2023,0,4,90,1,R19000038100,  Register,
